song_id,title,artist,artist_id,genre,label_source,label_confidence,other_reason,audio_path,audio_status,lyrics_path,lyrics_status,cover_path,cover_status,release_year,year_status,tier,modality_state,split
RMVM_S_28e46c4ffb,Sai Cách Yêu,Lê Bảo Bình,ART_c78cc0ca7a,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_28e46c4ffb.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_28e981d855,CHIỀU MƯA BUỒN,Nhiều nghệ sĩ,ART_736b531937,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_28e981d855.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_28f7e600d4,Anh Mới Chính Là Người Yêu Em (Remix 2022),Liêu Chấn Hải,ART_7b11405333,DANCE_EDM,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_28f7e600d4.txt,verified_local,data/covers/RMVM_S_28f7e600d4.jpg,verified_local,2022.0,verified,TIER_A,LYRICS_COVER,train
RMVM_S_29211f372f,Sao Nỡ Đành Quên,Lý Hải,ART_694bbc639d,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29211f372f.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_295e56378f,Trường Vinh Xuân Thân Yêu,Quang Thành,ART_64b4b2f987,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_295e56378f.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_29632ccff5,Âm Thanh Buồn,Phước DKNY,ART_95c918ea88,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29632ccff5.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_29738afb15,Chuyện Một Người Đi,Hồng Quyên,ART_3823754c5d,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29738afb15.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2973bcf305,Mashup Người Lạ Ơi - Buồn Của Anh,"Đỗ Minh Quân, Ayoo",ART_7e9d64306c,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2973bcf305.txt,verified_local,data/covers/RMVM_S_2973bcf305.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_298e202a1e,Đơn Giản Anh Yêu Em (DJ Trang Moon Remix),Phan Duy Anh,ART_e57f03d93c,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_298e202a1e.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_29a608ea01,Chả Hiểu Sao,Weeza,ART_aafeeb1024,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29a608ea01.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_29d1885811,Anh Biết Anh Đã Sai,Dược Sĩ Tiến,ART_a758db677f,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29d1885811.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_29e5bec2c2,Chiều Về Trên Sông,Tuyết Mai,ART_0d8e63e66a,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_29e5bec2c2.txt,verified_local,data/covers/RMVM_S_29e5bec2c2.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2a05e223f6,Chiều Hoàng Hôn,"Jombie, Jena, G5R Squad",ART_ccf58be9cd,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a05e223f6.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a2aff18fa,Em Ngốc Quá,Gia Huy Singer,ART_65b773d175,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a2aff18fa.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a3490bad1,Đời Tôi Chỉ Một Người,Vũ Hoàng,ART_cbaf0965d0,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a3490bad1.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a34cd8752,Tân Thời - Vì Anh Quá Yêu Em,"Trọng Đức, Henry Ngọc Thạch, Lê Trần Media",ART_19a1798bec,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a34cd8752.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a3b530508,Có Phải Em Đã Yêu Anh,Minh Tuyết,ART_729a36465f,POP_BALLAD,deterministic_mapping,0.85,,,unavailable,,unavailable,,unavailable,,missing,TIER_B,METADATA_ONLY,train
RMVM_S_2a507cd21e,Tan Biến (Beat),"Trịnh Thiên Ân, NAhy",ART_26765871ca,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_2a507cd21e.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_2a5438862a,Chỉ Trừ Em Ra,Chic Quỳnh,ART_52caeaf0bc,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a5438862a.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a6ad2781b,Đừng Xem Như Trò Chơi,Võ Phúc Hưng,ART_6227590916,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a6ad2781b.txt,verified_local,data/covers/RMVM_S_2a6ad2781b.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2a6b5d6fa3,Con Tim Anh Thuộc Về Em,Sỹ Luân,ART_7ab361585b,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a6b5d6fa3.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a8188cd79,"LK Khắc Khoải, Về Lại Cõi Sầu, Chơi Vơi (Live)","Diệu Hương, Don Hồ, Thanh Hà",ART_1596b7154e,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a8188cd79.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a8a9bb264,Có Mùa Xuân Về Đây,"Minh Trang LyLy, TG Rapper",ART_ce7c324ebe,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a8a9bb264.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2a92d60937,Bọt Biển,"Gia Huy, Vy Oanh",ART_77537f8bcc,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2a92d60937.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2aa045a67f,ANH KHÔNG MUỐN VẬY,Nguyên.,ART_18f484d6a1,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2aa045a67f.txt,verified_local,data/covers/RMVM_S_2aa045a67f.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2aa46d8547,Không Dừng Lại Được,"Đông, yeuquaimohihi",ART_ef85ead9f4,RAP_HIPHOP,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2aa46d8547.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ab1d1d5f9,Đó Chỉ Là Giấc Mơ,"Khucmay, Chương Đan",ART_89902ed276,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ab1d1d5f9.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ab61535a4,Kiếp Phù Du,Diệu Đan,ART_cdeaf1410d,OTHER,curated_out_of_taxonomy,0.9,Religious / Sacred spiritual Vietnamese music,,unavailable,,unavailable,,unavailable,,missing,TIER_B,METADATA_ONLY,train
RMVM_S_2ac2394ff2,Chiều Hoàng Hôn (Cải Lương Remix),"Jombie, Jena, G5R Squad",ART_ccf58be9cd,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ac2394ff2.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ae516e5b2,Chuyện Đời Con Gái,Tố My,ART_181767e2b8,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ae516e5b2.txt,verified_local,data/covers/RMVM_S_2ae516e5b2.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2af511f19e,Em Ở Nơi Đâu,Quang Lý,ART_19689dbd80,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2af511f19e.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b12cc0e5f,HOA SỨ NHÀ NÀNG (LOFI VERSION),Bùi Phi Long,ART_725ffd36a2,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b12cc0e5f.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b26ff2f4c,Ai Chờ Ai,Bỉnh Tài,ART_78cc83f1bb,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b26ff2f4c.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b33c44727,Lá Thư Đô Thị,Ánh Linh,ART_6edc0adc69,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b33c44727.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b444433f2,Tương Tư Cục,"Lee Phú Quý, Thắng Ca",ART_c5337485a5,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b444433f2.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b65e85b57,Mùa Hoa Tam Giác Mạch,Vũ Minh Vương,ART_ac3da35dbc,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b65e85b57.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b7afac176,Thả Trôi Phiền Muộn,Diệu Đan,ART_cdeaf1410d,OTHER,curated_out_of_taxonomy,0.9,Religious / Sacred spiritual Vietnamese music,,unavailable,,unavailable,,unavailable,,missing,TIER_B,METADATA_ONLY,train
RMVM_S_2b98a4f0b8,Giây Phút Giao Thừa,Đan Trường,ART_d7d6ae2597,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b98a4f0b8.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2b995ac994,Đi Ra Đi Vào,"Minh Đinh, Trung Trần",ART_6606ed4ae9,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2b995ac994.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2bbc794da0,Đã Quá Trễ Để Anh Tha Thứ Cho Em,Tim,ART_b15d47e998,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2bbc794da0.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2be467db3e,Em Và Những Ngày Yêu,Khoai Lang Thang,ART_49ce81776e,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2be467db3e.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2bf2907b90,"Cuộc Đời Là Vậy Đó (Parody, Short Version)",Hoàng Hồng Quân,ART_fad8af9e99,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2bf2907b90.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2bf325c9ac,Đắm Say Nàng (Remix),KxK,ART_d09a30aff8,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2bf325c9ac.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c031862ab,Bất Bình Thường,Whee!,ART_5a7a482e7c,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c031862ab.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c0d69c55b,Còn Yêu Anh Nữa Không,Ngữ Hồ,ART_276b985877,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c0d69c55b.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c36083637,Cô Bé Có Chiếc Răng Khểnh,Trường Kha,ART_abe0f2439b,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c36083637.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c4dbeec3b,Anh Mãi Yêu Em,Bằng Kiều,ART_e70c837c14,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c4dbeec3b.txt,verified_local,data/covers/RMVM_S_2c4dbeec3b.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2c6e90146c,Thà Ế Còn Hơn Yêu,Nguyễn Trung Đức,ART_9eb16399a0,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c6e90146c.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c81220534,Nỗi Lòng Người Đi,Anh Trinh,ART_c2c70020d2,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c81220534.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2c9133414a,Chẳng còn gì mong nữa,"Zinno, Vimistic",ART_deb6425a03,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2c9133414a.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ca55a09bc,Giọt Nước Mắt Sẽ Tan,Quốc Hùng,ART_7138677aaa,INSTRUMENTAL,source_tag_verification,0.85,,,unavailable,data/lyrics/RMVM_S_2ca55a09bc.txt,verified_local,,unavailable,,missing,TIER_B,LYRICS_ONLY,train
RMVM_S_2cb1ada726,Tôi là người đàn ông tội nghiệp,Lâm Quốc Hưng,ART_b116a0dc03,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_2cb1ada726.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_2cb2598e01,Cánh Hoa Bên Đường,Phạm Trưởng,ART_4d4476e4b2,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2cb2598e01.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2cbf952fac,Có Lẽ Là Tình Yêu (Em Trai Bố Dượng OST),Kha Ly,ART_896f0bd6c1,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2cbf952fac.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2cca71e3da,Liên Khúc 4 Mùa,GiGi Hương Giang,ART_9be47a5fc7,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2cca71e3da.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2cd4b81138,"Buồn Ơi, Chào Mi!",Giang Hồng Ngọc,ART_1bf81baddb,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2cd4b81138.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ce1c687bf,Kỷ Nguyên Kiếm Sĩ,Phan Ann,ART_07345cf2b0,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ce1c687bf.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2d31112163,Liên Khúc Bạn Bè,"Vũ Hoàng, Lương Gia Huy, Khưu Huy Vũ",ART_5ceaf48154,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d31112163.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2d40cbcc15,Lời Tình Viết Vội,"Thanh Ngân, Gia Tiến",ART_e71637f8e2,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d40cbcc15.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2d44d2b9ee,"Nhà Tôi Quá Khó (Parody, Short Version)",Hoàng Hồng Quân,ART_fad8af9e99,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d44d2b9ee.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2d4bfda81c,Có Ai Thương Anh Nhiều Hơn,Thảo Cherry,ART_1fd11849d4,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d4bfda81c.txt,verified_local,data/covers/RMVM_S_2d4bfda81c.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2d82e35739,Anh Hãy Về Cùng Mùa Xuân,Nguyễn Duyên Quỳnh,ART_fca5fbf3bb,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d82e35739.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2d86009fbc,Tâm Sự Gửi Về Đâu,Tuấn Ngọc,ART_e269d46b5a,INSTRUMENTAL,source_tag_verification,0.85,,,unavailable,data/lyrics/RMVM_S_2d86009fbc.txt,verified_local,,unavailable,,missing,TIER_B,LYRICS_ONLY,train
RMVM_S_2d8ccd9678,Cô Gái Mù,Bức Tường,ART_376d48d912,ROCK,artist_discography_verification,0.85,,,unavailable,data/lyrics/RMVM_S_2d8ccd9678.txt,verified_local,data/covers/RMVM_S_2d8ccd9678.jpg,verified_local,,missing,TIER_B,LYRICS_COVER,train
RMVM_S_2d96712d47,Đôi Lời Tình Ca (Live at Hội Đồng Hội 2020),Hoàng Dũng,ART_4a78167f7e,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d96712d47.txt,verified_local,,unavailable,2020.0,verified,TIER_A,LYRICS_ONLY,train
RMVM_S_2d9ddfce66,Lạnh Lắm,"Lệnh Hồ Khang, EnTi TK, Kid TD",ART_cc5a0d840f,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2d9ddfce66.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2dcf88e426,Ai Cũng Đẹp,Phi Bằng,ART_7111f18e6a,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2dcf88e426.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2dde85b36e,Cậu Đã Có Người Yêu Chưa,Ahn,ART_5a88054d92,POP_BALLAD,deterministic_mapping,0.85,,,unavailable,,unavailable,,unavailable,,missing,TIER_B,METADATA_ONLY,train
RMVM_S_2df480ff75,Tình Yêu Thấu Tận Trời Xanh,Võ Phi,ART_245bb6b9bd,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2df480ff75.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e0426910b,Tâm Sự Nàng Xuân (2024 Version),Lưu Ánh Loan,ART_72a4147195,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e0426910b.txt,verified_local,,unavailable,2024.0,verified,TIER_A,LYRICS_ONLY,train
RMVM_S_2e08194e81,Chờ Em Trong Mỏi Mòn,Ngô Kiến Huy,ART_21b3df1bba,RB_SOUL,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e08194e81.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e3318f641,Giấc Mơ Tình Yêu,Đậu Tất Đạt,ART_357ac06684,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e3318f641.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e427c5378,Con Sói Cô Đơn,"T-Akayz, Yanbi, Bueno",ART_d429b59b7c,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e427c5378.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e4b987231,Đẹp Nhất Là Em,"SOOBIN, Jiyeon",ART_29d44d0296,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e4b987231.txt,verified_local,data/covers/RMVM_S_2e4b987231.jpg,verified_local,,missing,TIER_A,LYRICS_COVER,train
RMVM_S_2e69ada898,Những Điều Lạ Chẳng Mới,NamKun,ART_03dc88aa83,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e69ada898.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e8a521eec,Em Hãy Về Đi,Bằng Chương,ART_1ac51879a7,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e8a521eec.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2e9d56ee77,Màu Ký Ức,Lâm Tuấn,ART_b1eb6b617e,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2e9d56ee77.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2eb18c14c8,Liên Khúc Cho Em Mùa Xuân,Mai Tuấn,ART_b4d3323fac,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2eb18c14c8.txt,verified_local,,unavailable,2020.0,verified,TIER_A,LYRICS_ONLY,train
RMVM_S_2eb783d0b4,Kiếp Xóc Đĩa,Đinh Kiến Phong,ART_beaaa23f3f,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2eb783d0b4.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ec084671c,Cần Tay Chờ Mong,"Văn Tài, Đồng Thùy Linh",ART_0d97c0d6ec,FOLK_TRADITIONAL,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ec084671c.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ecf03b3da,Sau Bao Đêm,"Cú, Ngô Hoàng Hạ",ART_0c15027b5b,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ecf03b3da.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2ef802d3c5,DAY OFF - Ban Mai Thủ Đô,RPT TC,ART_fac9a78edf,RAP_HIPHOP,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2ef802d3c5.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f033f5af3,Có Bao Giờ Em Sợ Mất Anh,Khánh Đơn,ART_3057e7080f,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f033f5af3.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f12d10b7b,Mùa Thu Không Em,Công Danh,ART_535f5dd8f1,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f12d10b7b.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f2e11f630,Chẳng Thể Né Tránh,Mỹ Anh,ART_5fed28340d,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f2e11f630.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f374763de,Cám Ơn Người Cũ,Hàn Thái Tú,ART_28c3149f5a,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f374763de.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f405a6de7,Khắp Trên Trời Truyền Rao,Isaac Thái,ART_84028ff2d2,OTHER,curated_out_of_taxonomy,0.9,Religious / Sacred spiritual Vietnamese music,,unavailable,,unavailable,,unavailable,,missing,TIER_B,METADATA_ONLY,train
RMVM_S_2f5310e28e,Hai Đám Mây,Khói,ART_44fe5350a5,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f5310e28e.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f776c548f,Cửu Môn Hồi Ức,Thái Quỳnh,ART_b7deac8c97,DANCE_EDM,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f776c548f.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f7a25b2e5,Mảnh Tim Vỡ,"EnTi TK, KaWaiiBi",ART_35505d7cf7,RAP_HIPHOP,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f7a25b2e5.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f7d4bd38c,Hội Thánh Đức Chúa Trời,Gia Huy Singer,ART_65b773d175,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2f7d4bd38c.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2f981d3993,Cơn Mơ Băng Giá,Bằng Kiều,ART_e70c837c14,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_2f981d3993.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_2fb4346c32,Tỉnh Giấc,Ngọc Liên,ART_c574883bb0,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,,unavailable,data/covers/RMVM_S_2fb4346c32.jpg,verified_local,,missing,TIER_A,COVER_ONLY,train
RMVM_S_2fb6ef740e,Anh Vẫn Thế Thôi,Tam Hổ,ART_63290c924d,POP_BALLAD,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2fb6ef740e.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2fc3f512b6,Bình Dương Dấu Yêu,Dương Hồng Loan,ART_ef4a4d3768,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2fc3f512b6.txt,verified_local,,unavailable,,missing,TIER_A,LYRICS_ONLY,train
RMVM_S_2fda9a20d3,Ly Rượu Mừng (2024 Version),Lưu Ánh Loan,ART_72a4147195,BOLERO_TRUTINH,deterministic_mapping,1.0,,,unavailable,data/lyrics/RMVM_S_2fda9a20d3.txt,verified_local,,unavailable,2024.0,verified,TIER_A,LYRICS_ONLY,train
