song_id,title,artist,artist_id,album,album_id,source_genre,genre,label_source,tier,release_year,release_year_source,audio_path,audio_url,lyrics,cover_path,cover_url,source,source_id,annotation_status,annotator_id,annotation_agreement
RMVM_S_66868d4ba2,Bước Tiến Bước,Nhiều nghệ sĩ,ART_736b531937,,,rap việt,RAP_HIPHOP,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/70fb4d96a8cda200c1fe31057afd7467?authen=exp=1772902414~acl=/70fb4d96a8cda200c1fe31057afd7467*~hmac=7846610715640d3fdd687aba550cebc3,"Phải tiến bước không được dừng lại
Bước đến tương lai
Những việc sai thì né chứ đừng dại
Bao nhiêu gian khó mà
Thằng Giáp đây không bị bỏ lại
Tiến bước lên trên
Chứ đừng cả đời chỉ làm cỏ dại
Hai bàn tay trắng này
Phải tự dựng lên được cơ đồ
Sống thì phải là vui
Chứ không lệ thuộc ai
Vào đống mơ hồ
Tịnh tâm nhưng bước tiến
Dù cho cuộc sống này vô tri
Viết tiếp một đống beat
Lời nhạc tao lấp vào ô li
Tao cố ý khiến mày
Phải dè chừng tao
Chỉ mới bao nhiêu đó ải
Đủ để khiến tao dừng sao
Mày muốn khiến tao biến mất
Tao hỏi lại là chừng nào
Nói lý lẽ
Mà nói không lại thì thôi
Tao khuyên mày đừng gào
Tao vượt ngàn thử thách
Để tiến bước lên lầu cao
Tao làm nhạc bằng cái tâm
Chứ tao không cần đến hầu bao
Tao chính là người lãnh đạo
Tao luôn đứng trên đầu tàu
Tao cố gắng không vì tỏa sáng
Mà chỉ để khiến mày cầu tao
Cùng sát cánh bên nhau
Ta đi tìm đến những nơi xa
Nơi có ánh vinh ngọc ngà
Bao nhiêu khó khăn ta không màn
Để rồi ngày sau
Khi ta cất tiếng hát
Bao cánh tay giơ đón ta
Ôi thiết tha
Bước tiếp bước thật mau
Hành trình gian khó ta không ngại đâu
Ý chí hiên ngang
Vì ta là con của đất Việt
Bước tiếp bước
Mặc kệ số đông dèm pha
Sống và làm những điều mình thích
Dẫu biết không ai kèm ta
Đi từ con số không
Cuộc đời này nó bất công
Hỏi tại vì sao
Mấy cái job lại bể
Tại vì truyền thông rất đông
Trong cuộc sống này
Không có đúng sai
Khi mày không có tiền
Là mày không có quyền là chắc
Chứ đừng có trách ai
Thua thì tao làm lại
Quá khứ tao làm sai
Bây giờ tao làm ngay
Chứ chưa bao giờ tao ngần ngại
Phía trước là chông chênh
Lênh đênh trên biển khơi
Vững bước chấp cánh
Một lòng phi thân ra trận
Ý chí tiêu cực tao tiễn vơi
Nơi tao đặt chân tới
Phải là đỉnh của vinh quang
Làm những thứ chưa nghĩ tới
Khiến nhiều người phải hoang mang
Cầm cái mic và rap rap
Vẫn ung dung tự tại
Nhưng phải tuân theo luật pháp
Số lần thất bại
Tao coi như nháp nháp
Oldshool life hay trap trap
L4a vẫn đỉnh mà không cần chỉnh
Dạy mấy thằng nhỏ
Miệng mồm đang láp dáp
Cầm cái mic và rap rap
Vẫn ung dung tự tại
Nhưng phải tuân theo luật pháp
Số lần thất bại
Tao coi như nháp nháp
Oldshool life hay trap trap
L4a vẫn đỉnh mà không cần chỉnh
Dạy mấy thằng nhỏ
Miệng mồm đang láp dáp
Để rồi ngày sau
Khi ta cất tiếng hát
Bao cánh tay giơ đón ta
Ôi thiết tha
Bước tiếp bước thật mau
Hành trình gian khó ta không ngại đâu
Ý chí hiên ngang
Vì ta là con của đất Việt",,,sunbv56_song_dataset+vietlyrics,ZUE0EE7E,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_e6d87356b1,Chị Ong Nâu Và Em Bé,Mầm Chồi Lá,ART_b88b9de8d8,Các Loài Vật Đáng Yêu,ALB_41969dfd42,nhạc thiếu nhi,CHILDREN,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/b2c91ec1eb5ef82d5a3b3db741c453a4?authen=exp=1772902414~acl=/b2c91ec1eb5ef82d5a3b3db741c453a4*~hmac=c60144715135420977004ceb0f382723,"Chị ong nâu nâu nâu nâu
Chị bay đi đâu đi đâu
Bác gà trống mới gáy
Ông mặt trời mới dậy
Mà trên những cành hoa
Em đã thấy chị bay
Bé ngoan của chị ơi
Hôm nay trời nắng tươi
Chị bay đi tìm nhụy
Làm mật ong nuôi đời
Chị vâng theo bố mẹ
Chăm làm không nên lười
Chị ong nâu nâu nâu nâu
Chị bay đi đâu đi đâu
Bác gà trống mới gáy
Ông mặt trời mới dậy
Mà trên những cành hoa
Em đã thấy chị bay
Bé ngoan của chị ơi
Hôm nay trời nắng tươi
Chị bay đi tìm nhụy
Làm mật ong nuôi đời
Chị vâng theo bố mẹ
Chăm làm không nên lười
Trời xanh xanh xanh xanh xanh
Chị ong bay nhanh bay nhanh
Hoa nở những cánh thắm
Trên mình mật trĩu nặng
Chị ong uốn mình qua
Nghiêng đôi cánh chào hoa
Bé ngoan của chị ơi
Hôm nay trời nắng tươi
Đường vui hoa phượng đỏ
Ngày ngày nhớ ôn bài
Đừng quên cô giáo dặn
Chăm học không nên lười
Chị ong nâu nâu nâu nâu
Chị bay đi đâu đi đâu
Bác gà trống mới gáy
Ông mặt trời mới dậy
Mà trên những cành hoa
Em đã thấy chị bay
Bé ngoan của chị ơi
Hôm nay trời nắng tươi
Chị bay đi tìm nhụy
Làm mật ong nuôi đời
Chị vâng theo bố mẹ
Chăm làm không nên lười
Trời xanh xanh xanh xanh xanh
Chị ong bay nhanh bay nhanh
Hoa nở những cánh thắm
Trên mình mật trĩu nặng
Chị ong uốn mình qua
Nghiêng đôi cánh chào hoa
Bé ngoan của chị ơi
Hôm nay trời nắng tươi
Đường vui hoa phượng đỏ
Ngày ngày nhớ ôn bài
Đừng quên cô giáo dặn
Chăm học không nên lười",,,sunbv56_song_dataset+vietlyrics,Z6DA7Z8Z,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_c9b9e12549,Ngày Thời Gian Đứng Yên,Đại Nhân,ART_eb35532642,TIME 1.0,ALB_a8f5807bfb,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/a27cb0b51d7d2c93f4f25c09e9ecab39?authen=exp=1772902414~acl=/a27cb0b51d7d2c93f4f25c09e9ecab39*~hmac=aefbbf60349d5b987cb255ecdc6388cd,"Ngày nối tháng trôi qua
từ ngày ta mất nhau
Mà sao nỗi nhớ
bao vây trong giấc mơ
để cơn đau mãi không phai mờ
Và chẳng có ai hay
được rằng anh nhớ em
Lòng không thể quên
mênh mông bao kỷ niệm
từng có em cạnh bên
Từng ngày từng giờ trôi qua
dòng thời gian đưa ta
xa nhau mãi không quay về
Anh lang thang mải tìm
ngày thời gian
sẽ mãi đứng yên
Trái đất hôm nay
sẽ thôi không còn xoay
những ánh nắng
thôi rơi tan vào mây
Để chỉ có đôi ta
vẫn ở đây
Và mãi có nhau
Tiếng gió hôm nay
vi vu thật dịu êm
Và cơn mưa
sẽ không thể nào đến
Cho đôi ta bên nhau
thật bình yên
Để mãi mãi
cho anh được gần em
Và chẳng có ai hay
được rằng anh nhớ em
Lòng không thể quên
mênh mông bao kỷ niệm
từng có em cạnh bên
Từng ngày từng giờ trôi qua
dòng thời gian đưa ta
xa nhau mãi không quay về
Anh lang thang mải tìm
ngày thời gian
sẽ mãi đứng yên
Trái đất hôm nay
sẽ thôi không còn xoay
những ánh nắng
thôi rơi tan vào mây
Để chỉ có đôi ta
vẫn ở đây
Và mãi có nhau
Tiếng gió hôm nay
vi vu thật dịu êm
Và cơn mưa
sẽ không thể nào đến
Cho đôi ta bên nhau
thật bình yên
Để mãi mãi
cho anh được gần em
Anh lang thang
đi tìm trong mơ
Giữa những kỷ niệm
dần xa mờ
Tìm từng ngày bên nhau
Tìm từng giờ bên nhau
Vậy mà em nay nơi mãi đâu
Trái đất hôm nay
sẽ thôi không còn xoay
những ánh nắng
thôi rơi tan vào mây
Để chỉ có đôi ta
vẫn ở đây
Và mãi có nhau
Tiếng gió hôm nay
vi vu thật dịu êm
Và cơn mưa
sẽ không thể nào đến
Cho đôi ta bên nhau
thật bình yên
Để mãi mãi
cho anh được gần em
Giữa những giấc mơ
Em đã quay về
Mãi chẳng xa",,,sunbv56_song_dataset+vietlyrics,ZW669ICI,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_7a68f005e1,Giận Hờn 2,Hồng Phượng,ART_50c59db3c2,Phụ Tình,ALB_a06df87391,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/9916b43def29fb87dcc70e46e7274f5c?authen=exp=1772902415~acl=/9916b43def29fb87dcc70e46e7274f5c*~hmac=552d382b860e6b0d897d1cf78ae26a70,"Cớ sao chúng mình không còn chung bước
Khi biết đôi mình vẫn còn thương
Nhìn nhau không nói nên lời
Mà như đã cách xa vời
Có ai biết được tình yêu là thế
Lỗi anh đã hẹn nhưng rồi không đến
Ai biết ông trời làm lệ rơi
Tại anh không đến nơi hẹn
Để người ta trông đứng trông ngồi
Để người ta chờ rồi ngóng trông hoài
Nhưng ai biết được
Nỗi lòng của người đang yêu
Lòng buồn hiu những đêm mình vắng nhau
Rồi người yêu tìm trong giấc mộng
Để lòng mình sao còn ngẩn ngơ
Nắm tay hết giận hết hờn anh nhé
Xa cách thêm buồn người tình ơi
Mình yêu yêu mãi muôn đời
Từ nay ta sẽ không rời
Sẽ không bao giờ mình bước đôi đường
Lỗi anh đã hẹn nhưng rồi không đến
Ai biết ông trời làm lệ rơi
Tại anh không đến nơi hẹn
Để người ta trông đứng trông ngồi
Để người ta chờ rồi ngóng trông hoài
Nhưng ai biết được
Nỗi lòng của người đang yêu
Lòng buồn hiu những đêm mình vắng nhau
Rồi người yêu tìm trong giấc mộng
Để lòng mình sao còn ngẩn ngơ
Nắm tay hết giận hết hờn anh nhé
Xa cách thêm buồn người tình ơi
Mình yêu yêu mãi muôn đời
Từ nay ta sẽ không rời
Sẽ không bao giờ mình bước đôi đường
Mình yêu yêu mãi muôn đời
Từ nay ta sẽ không rời
Sẽ không bao giờ xa nhau",,,sunbv56_song_dataset+vietlyrics,Z6UUIDFU,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_505cd5adfb,Ba Lời Thứ Tha,Đan Trường,ART_d7d6ae2597,,,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/59187239711b86864faa9214334d242f?authen=exp=1772902423~acl=/59187239711b86864faa9214334d242f*~hmac=ce5e01522e81d29a997717c378308651,"Đã mất thật rồi cố gắng quên thôi
Đêm đêm lại nghe thấy
Tiếng em và tôi
Có lẽ vì mình trách móc ghen em
Làm nhiều lần em khóc
Hãy lắng nghe hãy nhìn xem
Một lời thứ tha
Để cho anh bao ngày qua
Chỉ là trong giấc mơ và
Tỉnh dậy thấy đau đầu thêm
Nhớ em nhiều thêm người yêu hỡi
Gọi cho em bây giờ đây
Chỉ muốn em nghe thêm vài giây
Nhiều ngày qua anh nào hay
Kể từ khi em xa vòng tay
Một lần xin em vị tha
Hãy lượt qua cho anh niềm tin
Một ngày mới với ánh bình minh
Rồi niềm vui như trào dâng
Khi biết em cũng như là anh
Giọt nước mắt em mỏng manh
Thời gian qua em luôn chờ anh
Làm con tim anh nhận ra
Những đắng cay trong bao ngày qua
Để ngày mai chẳng còn cách xa
Đã mất thật rồi cố gắng quên thôi
Đêm đêm lại nghe thấy
Tiếng em và tôi
Có lẽ vì mình trách móc ghen em
Làm nhiều lần em khóc
Hãy lắng nghe hãy nhìn xem
Một lời thứ tha
Để cho anh bao ngày qua
Chỉ là trong giấc mơ và
Tỉnh dậy thấy đau đầu thêm
Nhớ em nhiều thêm người yêu hỡi
Gọi cho em bây giờ đây
Chỉ muốn em nghe thêm vài giây
Nhiều ngày qua anh nào hay
Kể từ khi em xa vòng tay
Một lần xin em vị tha
Hãy lượt qua cho anh niềm tin
Một ngày mới với ánh bình minh
Rồi niềm vui như trào dâng
Khi biết em cũng như là anh
Giọt nước mắt em mỏng manh
Thời gian qua em luôn chờ anh
Làm con tim anh nhận ra
Những đắng cay trong bao ngày qua
Để ngày mai chẳng còn cách xa
Gọi cho em bây giờ đây
Chỉ muốn em nghe thêm vài giây
Nhiều ngày qua anh nào hay
Kể từ khi em xa vòng tay
Một lần xin em vị tha
Hãy lượt qua cho anh niềm tin
Một ngày mới với ánh bình minh
Rồi niềm vui như trào dâng
Khi biết em cũng như là anh
Giọt nước mắt em mỏng manh
Thời gian qua em luôn chờ anh
Làm con tim anh nhận ra
Những đắng cay trong bao ngày qua
Để ngày mai chẳng còn cách xa",,,sunbv56_song_dataset+vietlyrics,ZWA96C9A,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_82379c78c6,Yêu Anh Em Nhé,Tuấn 2T,ART_4a07e338d7,,,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/279d8e75ef7aafa3f0d0c9d0ddb15306?authen=exp=1772902423~acl=/279d8e75ef7aafa3f0d0c9d0ddb15306*~hmac=c1ac6c3f93669eb824cc2be355c3ee6f,"Thiên bình là em sống nội tâm
Mang nhiều tâm sự không nói ra
Chỉ giấu trong lòng chịu đựng một mình
Dù dòng đời có vất vả
Vẫn luôn mỉm cười trong mọi tình huống
Dù nước mắt rơi trong tâm
Tỏ ra mạnh mẽ nhưng ai nào biết
Đêm về cô đơn phải khóc thầm
Và em cũng vậy có phải không
Người anh thương bao lâu nay
Hạnh phúc đơn giản là khi có em
Trò chuyện cùng anh qua mỗi ngày
Cuộc sống tốt hơn là ngày em đến
Mang cho anh vùng trời bình yên
Những khi mệt mõi thấy em cười 
Nụ cười trong anh vội tan biến
Anh biết anh không bằng ai
Cuộc sống khó khăn không vật chất
Chỉ có trái tim chung tình khi yêu
Nay nguyện trao em mong em cất
Anh không phải soái ca lãng mạn
Hay viết ngôn tình tăng người yêu
Bằng lòng hy sinh tất cả
Không để người thương
Lo lắng suy nghĩ nhiều
Chỉ muốn bên em đến suốt cuộc đời
Đoạn đường phía trước ta cùng bước
Sóng gió đường tình
Chuyện không thể tránh
Cứ nắm tay anh ta cùng vược
Vược qua dư luận về quá khứ
Trước mắt ta thấy là cầu vòng
Rồi ngày không xa nhẫn cưới đeo tay
Anh sẽ dắt em về nhà chồng
Anh không cần biết em từng yêu ai
Chỉ cần em nói em yêu anh
Ngoài kia nói gì không quan tâm
Chỉ cần tim em khắc tên anh
Anh sẽ là người cuối ở cạnh em
Cho em hơi ấm những đêm lạnh
Một lòng thủy chung không rời xa
Như bờ các trắng với biển xanh
Ngày mình chung lối anh chở đi
Trên con đường quê những chiều mát
Cái ôm nhẹ nhàng từ phía sau xe
Hạnh phúc là em không ai khác
Thích chọc em giận rồi lại xin lỗi
Vì khi em cười dễ thương lắm
Nhưng không vì đó mà buông tay nhau
Tình cảm cả hai thêm sâu đậm
Em có thích nắm tay một người
Dạo biển Vũng Tàu khi về đêm
Chở em đến nơi bình yên khi buồn
Quán ăn vỉa hè đi cùng em
Em có thích ai đó tặng em
Đóa hoa son hồng vào dịp lễ
Trao em nụ hôn in trên má hồng
Khi chào nhau trên lối về
Và em có thích một người bên em
Dù trời có nắng hay là mưa
Tình nguyện cầm ô che chở cho em
Lau khô nước mắt không còn nữa
Và em có thích ai đó cho em
Bờ vai tựa vào khi yếu lòng
Nói khẽ vào tai rằng đã có anh đây rồi
Em vui lên được không
Sẽ là không xa với em điều đó
Nếu như em cũng thấy thích anh
Còn ngại gì nữa em ơi bất chấp tất cả
Mình đến với nhau nhanh
Vì tình yêu trong anh nhỏ lắm
Chỉ đủ để yêu thương mình em thôi
Chứ không quá to để rồi tự do
San sẻ chỉ sau vài câu nói
Nếu như quá khứ nó làm em đau
Thì xin em hãy nghĩ về nhau
Vì hiện tại là anh người cùng em
Xây dựng hạnh phúc mãi về sau
Anh không giỏi yêu bằng lời nói
Cho anh được kết bút tại đây
Nếu em nghe được thì hãy suy nghĩ
Và cho anh câu trả lời ngay
Em có chấp nhận làm bạn gái anh
Khi hai ta cùng quá khứ
Chỉ cần đưa tay thì anh sẽ nắm
Đến suốt cuộc đời không do dự
Em có chấp nhận cho anh chia sẽ
Buồn vui cùng em kể từ đây
Sẽ gửi tới em ngàn lời yêu thương
Quan tâm mỗi sáng em thức dậy
Em có chấp nhận đeo lên tay mình
Chiếc nhẫn không đắt như người ta
Anh sẽ tặng em món quà vô giá
Chứng minh tình anh qua lời ca
Em có chấp nhận khi anh không phải
Soái ca không giỏi lời ngôn tình
Chỉ giỏi yêu em và làm em vui
Mãi mãi câu chung tình
Làm vợ của anh nhé em ơi
Mọi chuyện buồn đau anh gánh cho
Nguyện làm nô lệ theo em muôn nơi
Có vất vả không đắn đo
Nguyện lắng nghe em hết suốt đêm
Khi em mệt mõi chuyện hiện tại
Thì có anh đây cho em bờ vai
Điểm tựa để em không dừng lại
Đôi tay anh nhẹ lau nước mắt
Không để em khóc ước đôi bờ vai
Nếu có khóc nếp vào lòng anh
Sẽ thoải mái hơn em đừng ngại
Quá khứ không vui em xóa đi
Cùng anh ta tính chuyện tương lai
Hướng tới ngôi nhà hạnh phúc
Tiếng cười trẻ con mãi không phai
Không gì ngăn cách được tình ta
Khi hai trái tim chung một nhịp
Đừng đi quá nhanh sẽ lạc mất nhau
Đường tình rộng lớn không đuổi kịp
Cứ sống chậm lại mà yêu thương
Mỗi ngày trôi qua là kỉ niệm
Kèm theo nỗi nhớ khi về đêm
Giữ hình bóng nhau mãi trong tim
Thánh đường là nơi ta sẽ tới
Là ngày hạnh phúc nhất trên đời
Là ngày cả hai về chung một nhà
Không để một ai phải chơi vơi
Ngày cuộc sống mới lật sang trang
Nụ cười hạnh phúc luôn ngập tràn
Cùng nhau trọn vẹn duyên vợ chồng
Còn chuyện quá khứ ta không màng
Anh không cần biết em từng yêu ai
Chỉ cần em nói em yêu anh
Ngoài kia nói gì không quan tâm
Chỉ cần tim em khắc tên anh
Anh sẽ là người cuối ở cạnh em
Cho em hơi ấm những đêm lạnh
Một lòng thủy chung không rời xa
Như bờ các trắng với biển xanh
Ngày mình chung lối anh chở đi
Trên con đường quê những chiều mát
Cái ôm nhẹ nhàng từ phía sau xe
Hạnh phúc là em không ai khác
Thích chọc em giận rồi lại xin lỗi
Vì khi em cười dễ thương lắm
Nhưng không vì đó mà buông tay nhau
Tình cảm cả hai thêm sâu đậm",,,sunbv56_song_dataset+vietlyrics,ZWBOUFWU,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_f508ab7957,Đắp Mộ Cuộc Tình,"BeeBoss, Tuấn Chung",ART_418aa1c982,LK Nhạc Vàng Trữ Tình Bolero Hay Nhất Dễ Nghe Dễ Ngủ (Vol.5),ALB_3422401214,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/01557f0396cd7317cfece306178bf46a?authen=exp=1772902425~acl=/01557f0396cd7317cfece306178bf46a*~hmac=81bf5f747b792e94d4fe209fc1e91be2,"Say giấc mộng ban đầu
Yêu người thuở mới đôi mươi
Em đang độ trăng tròn
Từng ngày qua phố
Áo em trắng cả đường về
Lá thư ướp mộng học trò
Mối tình xanh như khúc hát
Ai đã hẹn với thề
Để rồi lỡ mối duyên thơ
Ra đi chẳng giã từ
Ngày em thay áo
Áo hoa pháo đỏ rượu nồng
Có ai nát cả cõi lòng
Đứng nhìn em bước theo chồng
Hai mươi năm cuộc mộng dở dang
Khắc sâu bóng nàng
Lắng trong cung đàn
Em giờ ở đâu
Hẳn vui duyên mới
Hai mươi năm cuộc rượu còn đây
Uống qua tháng ngày
Cố quên đi người
Say hoài sầu không vơi
Tình duyên ta tiếc uống thêm ly này
Ôm giấc mộng lỡ làng
Những chiều lắng tiếng mưa rơi
Đêm say chờ trăng tàn
Từng thu thay lá
Lá rơi đắp mộ cuộc tình
Lá bay chất nặng tuổi đời
Nhớ người ta rót ly này
Ai đã hẹn với thề
Để rồi lỡ mối duyên thơ
Ra đi chẳng giã từ
Ngày em thay áo
Áo hoa pháo đỏ rượu nồng
Có ai nát cả cõi lòng
Đứng nhìn em bước theo chồng
Hai mươi năm cuộc mộng dở dang
Khắc sâu bóng nàng
Lắng trong cung đàn
Em giờ ở đâu
Hẳn vui duyên mới
Hai mươi năm cuộc rượu còn đây
Uống qua tháng ngày
Cố quên đi người
Say hoài sầu không vơi
Tình duyên ta tiếc uống thêm ly này
Ôm giấc mộng lỡ làng
Những chiều lắng tiếng mưa rơi
Đêm say chờ trăng tàn
Từng thu thay lá
Lá rơi đắp mộ cuộc tình
Lá bay chất nặng tuổi đời
Nhớ người ta rót ly này
Từng thu thay lá
Lá rơi đắp mộ cuộc tình
Lá bay chất nặng tuổi đời
Nhớ người ta rót ly này",,,sunbv56_song_dataset+vietlyrics,Z6E0OEC7,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_1c9f0d3993,Điều Phải Chứng Minh,Lâm Thanh Tùng,ART_0a9dfeb305,Điều Phải Chứng Minh (Single),ALB_44201d6e7c,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/6cd121e686f0ee439744ef2fe7e443a6?authen=exp=1772902425~acl=/6cd121e686f0ee439744ef2fe7e443a6*~hmac=96887dbee666ad6e2081e68d3cf72b4b,"Tôi đã từng nghe ai đó kể lại
Một ngày xa xăm mây trời xanh thắm
Người hát tặng nhau những câu tình đầu
Chẳng hoài nghi nhau mối tình bền lâu
Tôi đã đợi mong ai đó dâng trọn
Một nụ hôn thôi vai kề tay gối
Sẽ sống cùng nhau đến khi bạc đầu
Dù buồn hay vui giấc mộng tròn đôi
Ngày tháng trôi lơ tôi cứ mong chờ
Tôi mãi tôn thờ tình yêu trong mơ
Đôi khi cuộc sống không ý chung lòng
Thách tôi vẫn nồng dù có vô vọng
Người ngỡ đâu ra nơi chốn xa lạ
Thanh sắc hương ngời cành ngọc sao với
Tôi sẽ hạnh phúc hay khổ trong ngục
Cứ yêu đến cùng cạn đáy muôn trùng
Ngày tháng trôi lơ tôi cứ mong chờ
Tôi mãi tôn thờ tình yêu trong mơ
Đôi khi cuộc sống không ý chung lòng
Thách tôi vẫn nồng dù có vô vọng
Điều phải chứng minh cho kẻ si tình
Hữu lý khôn trình nhiều mộng phiêu linh
Chưa buông đừng tắt hãy cứ sâu nặng
Mắt thêm dấu hằn tình sẽ trao tặng
Tôi đang gần đến nơi có một người
Sống những tháng ngày cạn đáy yêu này",,,sunbv56_song_dataset+vietlyrics,ZW77FUC7,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_55ae61bebf,Áo Nhà Binh,Gia Tiến,ART_364f2356ab,Giã Biệt Sài Gòn,ALB_8e258a961e,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/f82d55c2d0572500e5630ae40a471617?authen=exp=1772902424~acl=/f82d55c2d0572500e5630ae40a471617*~hmac=11a7a79b3b7af9f722dd75924b09f00e,"Từ độ tình nhân xa khuất nẻo
Tôi lê gót chân độc hành
Từng đêm nghe hoang vu
Tuổi đời trên năm ngón hao gầy
Khói thuốc đen tay vàng
Ngược xuôi tâm tư mênh mang
Chiều lại chiều qua trên phố thị
Xa bao lớp bạn bè
Còn đam mê nơi xa hoa
Trả đời thư sinh chốn kinh thành
Mình quên cả nhân tình
Từ đây thương áo nhà binh
Đêm nghe đạn thù buốt xoáy
Dày trận mòn gai
Thương quê hương thương mình
Nhìn vai áo chiến phai màu
Mới biết quân hành
Thời gian qua mau hay lâu
Nhận diện được quê hương với mình
Nên quên kiếp phong trần
Dù gian nan luôn theo chân
Chợt lòng nghe thương nhớ nhân tình
Mà anh vẫn chưa về
Vì anh thương áo nhà binh
Từ độ tình nhân xa khuất nẻo
Tôi lê gót chân độc hành
Từng đêm nghe hoang vu
Tuổi đời trên năm ngón hao gầy
Khói thuốc đen tay vàng
Ngược xuôi tâm tư mênh mang
Chiều lại chiều qua trên phố thị
Xa bao lớp bạn bè
Còn đam mê nơi xa hoa
Trả đời thư sinh chốn kinh thành
Mình quên cả nhân tình
Từ đây thương áo nhà binh
Đêm nghe đạn thù buốt xoáy
Dày trận mòn gai
Thương quê hương thương mình
Nhìn vai áo chiến phai màu
Mới biết quân hành
Thời gian qua mau hay lâu
Nhận diện được quê hương với mình
Nên quên kiếp phong trần
Dù gian nan luôn theo chân
Chợt lòng nghe thương nhớ nhân tình
Mà anh vẫn chưa về
Vì anh thương áo nhà binh
Chợt lòng nghe thương nhớ nhân tình
Mà anh vẫn chưa về
Vì anh thương áo nhà binh",,,sunbv56_song_dataset+vietlyrics,Z6A9UADU,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_e14683139e,Lỡ Duyên Khó Gặp,J.E.K Team,ART_b7aff5dfbe,,,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/83710d0de17175f95926a02b147e63bf?authen=exp=1772902426~acl=/83710d0de17175f95926a02b147e63bf*~hmac=be3ac3807a34812dbf9d1de602ed5bd2,"Em ơi!
Trái tim này đau siết người hỡi vì sao?
Rời xa anh vui lắm à?
Tình nồng mà anh đã trao
Nắng rụi thiêu ký ức muôn màu
Sau bao ngày xa nhau
Lòng day dứt quặn đau
Gió vun mây
Kéo muôn vàn giông tố
Trời bỗng lụi tan
Hạt mưa gieo ngàn nỗi sầu
Mình xa nhau phải duyên số không
Hay là do anh yêu mù quáng
Đành ngậm ngùi trong đêm
Gạt lệ hoen mi
Cơn mưa kia tới
Cớ sao dòng lệ lại rơi
Cớ sao tình mình lại chơi vơi
Hỡi em, em có buồn?
Giờ đây hạt mưa
Vương vấn trong đêm
Nhớ về em nước mắt tuôn trào
Vì nào đâu hay, người quay đi
Bỏ lại duyên ta
Em quên câu hứa
Mối duyên tình mình bền lâu
Dẫu mai này ngược về đâu
Thì em, em vẫn yêu anh
Nhành hoa nở
Trong sương gió mưa giông
Bỗng một hôm hoa úa nua tàn
Bản nhạc vang lên còn đâu em
Ký ức ngày xưa
Mưa về xót xa
Gió vun mây
Kéo muôn vàn giông tố
Trời bỗng lụi tan
Hạt mưa gieo ngàn nỗi sầu
Mình xa nhau phải duyên số không
Hay là do anh yêu mù quáng
Đành ngậm ngùi trong đêm
Gạt lệ hoen mi
Cơn mưa kia tới
Cớ sao dòng lệ lại rơi
Cớ sao tình mình lại chơi vơi
Hỡi em, em có buồn?
Giờ đây hạt mưa
Vương vấn trong đêm
Nhớ về em nước mắt tuôn trào
Vì nào đâu hay, người quay đi
Bỏ lại duyên ta
Em quên câu hứa
Mối duyên tình mình bền lâu
Dẫu mai này ngược về đâu
Thì em, em vẫn yêu anh
Nhành hoa nở
Trong sương gió mưa giông
Bỗng một hôm hoa úa nua tàn
Bản nhạc vang lên còn đâu em
Ký ức ngày xưa
Mưa về xót xa
Em quên câu hứa
Mối duyên tình mình bền lâu
Dẫu mai này ngược về đâu
Thì em, vẫn yêu anh
Nhành hoa nở
Trong sương gió mưa giông
Bỗng một hôm hoa úa nua tàn
Bản nhạc vang lên còn đâu em
Ký ức ngày xưa
Mưa về xót xa",,,sunbv56_song_dataset+vietlyrics,ZWB0IFID,cross_verified,pipeline_v2_expansion,1.0
