song_id,title,artist,genre,collection_status,collection_method,image_width,image_height,image_format,size_bytes
RMVM_S_7d1f578fdb,Con Mến,"Sino, Wikey",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_6a006c4f4f,Anh Say Rồi,Bùi Vĩnh Phúc,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_98a5b220ab,Con Đò Lỡ Hẹn,Bảo Hân Bolero,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c2e62ba3d8,Khi Cơn Mưa Nhẹ Rơi,"Minh Huy, Pjnboys",RB_SOUL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5d45579040,Mùa Hè Không Độ,"NICKY, Han Sara",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_bfc5e335c6,Con Đường Xưa Em Đi (Disco),"Anh Thư, CT",BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d37e543f3f,Ngỡ (Ballad),Ngân Ngân,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_317ee457d9,Đó Là Chuyện Của Anh,Trịnh Đình Quang,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_43a3b06a17,Mình Anh Thôi,Kuun Đức Nam,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ab4cd88a80,Muốn Có Em,Trương Gia Thịnh,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_1e1250c0d3,Chẳng Thể Giữ Lại,Chung Thanh Duy,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_e75648204b,Rời Xa Để Trưởng Thành,Duy Zuno,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_db0b50fe64,Cái Gì Của Mình Sẽ Là Của Mình,Bùi Vĩnh Phúc,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f0286ee514,Cách Xa Nhau Rồi,"YuniBoo, Út Nhị Mino, BD Media",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7eb8d6c378,Chiều Mưa Vĩ Dạ,Vân Khánh,FOLK_TRADITIONAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9e1fd52f0c,Giấc Mơ Một Cuộc Tình,Dương 565,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_6ec13d1dec,Anh Không Theo Đuổi Em Nữa,Thanh Duy,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d2ced015d5,Có Những Niềm Riêng,Quang Dũng,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2cb0923149,Nghe Như Tình Yêu,HIEUTHUHAI,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_000705de34,Cho Anh Một Điều Ước,"Hoàng Tôn, LK",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_04eabd6276,Ra Ngõ Mà Yêu,Trần Thu Hà,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_71e9c74cd6,Bay Lên Đáp Xuống,"Billy100, Hành Or",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_3fe73298f9,Dằm Trong Tim,Bạch Công Khanh,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_0be9a98935,Gởi Huế,"Hương Lan, Hoài Nam",INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5860e12bfd,Bình Yên (Disco Remix),Minz,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ba8709d58e,Đừng Về Bên Anh (WRC Remix),Thiên Tú,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_cb99a6ab07,Cũng Vì Chữ Tiền,Lâm Hoài Phong,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5371bccc93,Cho Anh Gần Em Thêm Chút Nữa,Bạch Công Khanh,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_1c159a50b2,Bình Minh Yêu Thương,MPS,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f7d2a624a9,Chuyến Đi Dài,Xanh 8+1,ROCK,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ba5d12712c,Anh Sẽ Chống Lại Cả Thế Giới,Phan Ngọc Luân,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_14586913b8,Một Lần Đớn Đau Vạn Lần Khắc Sâu,Ti KT,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_4fa919efac,Ảo Mộng (Remix),Nhất Vũ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_eb72504c0c,Đã Có Những Tháng Ngày,Lâm Sung,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5640f62337,Dòng Thư Không Hồi Âm,Trung Nghĩa,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_42b196ffee,Vì Ngày Hôm Đó,"TAM, TooV, Bảo Jen",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_b13a34b3e5,Em Không Hiểu (Lofi Mix),Chilly,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_6d84b09c83,Người Yêu Tương Lai Anh Ở Đâu (Beat),La Thanh Vy,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_20929cbadd,3 Giây Nhớ 1 Đời Thương (Cover),Oanh Tạ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c1cbd49398,Anh Nhận Yêu Em,"Tripple H, VRT",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_fe92dfeba9,Ai Ngờ Ta Còn Thương,"Karik, Thái Trinh",RAP_HIPHOP,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_8c9d73e0a0,Cố Nhân 2,Nhiều nghệ sĩ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_a7e993619f,Tâm Sự Người Đơn Phương,"A.C Xuân Tài, Nguyenn",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_37ac9cc833,Buồn Nào Đẹp Như Thế - “Chuyện Của Anh”,Haro,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_64312eda34,Hôm Nay Là Ngày Hạnh Phúc,Tín Nhiệm,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_4f23b795bd,Yêu Em 2 Ngày,Dương Domic,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_0ad2ce6309,Chờ Kẻ Phụ Tình,Lâm Hoài Phong,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5fae6faaa6,Ai Đến Thăm Em Đêm 30 (Xuân Phát Tài 10),"Đàm Vĩnh Hưng, Thanh Hà",BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_1313fe0016,Có Đâu Xa Gần (Beat),Ái Phương,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_a15a92d079,"Đêm Nay, Anh Muốn Đưa Em Về",Hồ Việt Trung,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f9d7cffec7,Con Đường Tình Ta Đi & Trả Lại Em Yêu,"Ái Vân, Duy Quang",INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_374b6cc04d,Mỹ Nhân (Cover),"Khánh Phương, Vĩnh Thuyên Kim",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c8a7db63be,Ca Phê Đắng Trở Lại (Cover),Hứa Văn Cường,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_64474053fc,Lời Xin Lỗi Vụng Về,Quân A.P,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9aa04aada7,Đi Để Trở Về (Beat),SOOBIN,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c9aff2a8b8,Hà Nội Nơi Tìm Về,Minh Thu,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_4d25efff09,Liên Khúc Mùa Xuân Sang Có Hoa Anh Đào,Đình Phước,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f0591acff1,Anh Cũng Biết Đau Biết Buồn,Trịnh Thiên Ân,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f26f23780b,Mưa Sài Gòn Còn Buồn Không Em,Hoàng Hoa,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_b8a37ac8fd,Anh Để Đây Và Không Nói Gì,"Trương Ngôn, Nguyễn Khánh Sang",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_08dd325459,kho báu đánh rơi (ft. GREY D),"tlinh, GREY D",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_0ee5fafcb8,Ai Đã Cướp Nụ Hôn Của Anh,Cao Thái Sơn,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7b3981465c,Cướp Vợ - Tục Lệ Người H'mông,Ngũ Cung,ROCK,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_b99cb703b8,123 Em Yêu Anh,Trương Linh Đan,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_e18b076067,Điều Buồn Nhất Bây Giờ,Cao Nam Thành,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_61f4473b15,Ba Trăm Ba Mươi Ba Nhịp Yêu,Only C,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_63bbe21a22,Em Nơi Đây Vẫn Chờ,Phạm Thanh Thảo,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_847dc38e7e,Khi Người Yêu Lừa Dối,Ánh Minh,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_a20360f77c,Cô Gái M52,"HuyR, Tùng Viu",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_a44fc33796,Anh Lam Nhac La Vi Tinh Yeu,TCain,CHILDREN,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_6437edb749,Vật Chất Và Em Đi,Khang Ty,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_418ff12fc5,Cuộc Đời Vẫn Đẹp Sao,Anh Bằng,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_922adb2b02,Chim Quý Trong Lồng,"K-ICM, Văn Mai Hương",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_76ac3a8d4b,Thiên Hạ Hữu Tình,"Mỹ Hạnh, Thái Sơn",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c0a653627b,Người Thế Thay (Remix),Cao Nam Thành,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2eb18c14c8,Liên Khúc Cho Em Mùa Xuân,Mai Tuấn,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d173ae964d,Đành Phụ Tình Người,Bonneur Trinh,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_18252ee43d,Yêu Anh Nhưng Đã Muộn,AndyShin,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_e0782a1cca,Nước Mắt Em Rơi Trò Chơi Kết Thúc,"Phí Phương Anh, RIN9, DREAMeR",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ee6982f12b,Delilah - Tình Hận,Phong Vũ,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9f4041e680,Lá Vàng Khóc Lá Xanh,Trường Thanh,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_14ee424c2a,Chờ Ai Đêm Giáng Sinh,Hằng BingBoong,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_4ab94f89ee,Bằng Cách Nào Đó,"Fer, BFABB, Thái Ngân",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7e245d4097,Bên Nhau Yên Bình,Tấn Dũng,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_e940c17251,Loài Hoa Không Tên,"Hoàng Lan, Thế Sơn",INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_94cc0c1ca2,Để Cho Anh Khóc (Remix),Thành Đại Siêu,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d7fc1fda60,Lạc Bước Thiên Đường (Tropical Version),"Đức Hati, Htrol",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_b7abff6397,Bỏ Anh Thì Đừng Hối Hận,Suno Nguyễn,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_3cd8f57973,Chuyện Tình Rau Muống Biển,"Thanh Ngân, Gia Tiến",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ac82b96221,Về Với Ngài,Phan Đinh Tùng,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_3873844e1f,Hôm Nay Ta Chia Tay,"Summer Vee, Niz",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2f033f5af3,Có Bao Giờ Em Sợ Mất Anh,Khánh Đơn,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_ff5ea1bde9,Cẩm Lý Sao,Tiểu Muội Màn Thầu,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_66cc925f78,"Chúng Ta Là Bạn Bè (Một Ngày Là Bạn, Một Đời Là Bạn) (Beat)",Nhiều nghệ sĩ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_775152555d,Chỉ Là (Remix),Trang Pháp,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_43ab07570b,Cay Đắng Đời Tôi,Lâm Hoài Phong,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_fe5be48462,Đừng Nên Trách Nhau,Lữ Bình,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_361bccf313,Không Cần Đâu,Dược Sĩ Tiến,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_34cae0cb77,Sao Em Chưa Cập Bến,Nhiều nghệ sĩ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_15df482ce7,Anh Đã Tìm Được Em (Lofi Version),"A.C Xuân Tài, T.Vy",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7e47264b76,Thà Khóc Lên Cho Nhẹ Lòng (Lofi Version),Du Thiên,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_eb2eec896c,Người Quảng Ngãi Chào Xuân (Remix 2021),Trường Kha,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5937184efe,Bài Dành Cho Em (Speed Up Version),"Vin Quốc Anh, BMZ",DANCE_EDM,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_8a02a9a8c3,Mùa Xuân Cưới Nhau,Nhật Tinh Anh,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_24ac55bcc2,Giấc Mơ Vụt Tan,Châu Gia Chuyển,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_8031f15147,Đường Nào Đến Trái Tim Em,The Wings Band,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7605e1b858,Cho Tôi Một Lần Yêu,Lâm Hoài Phong,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_aa32fcd009,Hạnh Phúc Không Dành Cho Tình Nhân (Cover),"Đỗ Thụy Khanh, Hương Ly, Hiền Thục",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f3db0c523f,500 Năm Ruộng Dâu Biển Cạn,Lee Phú Quý,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5e387d2bfc,Bên Mẹ Là Mùa Xuân,Dương Hồng Loan,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2ff449f7fd,Em Vẫn Tin Vào Tình Yêu Ấy (Piano Version),Lương Bích Hữu,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_82c14489d5,Độ Ta Độ Nàng Độ Khắp Thế Gian,Trương Y Du,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_51eba02416,Em Hát Cùng Mùa Xuân,Hồ Cẩm Nghi,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_03e169cffe,Còn Chi Đâu Nữa Anh,Hà Thu,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f57ca73564,Liều Thuốc Cho Tình Yêu,Boo Phan,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_e60f419eac,Con Yêu Thơ Dại,Nam Vương Bảo Lê,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_11037013aa,Anh Lại Làm Em Khóc Nữa Rồi,Khiem,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_defc4e56f2,Cuộc Gọi Nhỡ,Vương Anh Tú,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_fa9844c5c8,Liên Khúc Cha Cha Cha Hái Hoa Rừng Cho Em,"Thanh Ngân, Gia Tiến",BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_10b618bc46,Có Thế Thôi Đó,Thu Thủy,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_45bb817f74,Phiến Đá Sầu,Don Hồ,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_133ddd6d07,Vẫn Còn Có Anh (Remix),Samson BMT,DANCE_EDM,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2e3318f641,Giấc Mơ Tình Yêu,Đậu Tất Đạt,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_4e869182ce,Điều Muốn Nói,RHY,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_24ebfecf87,Thà Làm Áng Mây Trôi,Lâm Chấn Huy,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_f8f6ff9693,Hẹn Thề Làm Chi (Vinahouse),"Phát Lee, 93NEWG Remix",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c3f2549067,Giấc Mơ Chapi,Huỳnh Gia Đạt,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_002158aaaf,Đừng Tin Trai Đẹp,Kha Zim,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9a7b92a548,Chỉ Còn Lại Tôi,"Chung Thanh Duy, Quân Han",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_09800776ed,Cát Bụi Cuộc Đời (New Version),Thương Nguyễn,NHAC_TRINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_22985c64c3,Ngày Tình Yêu,Thu Phương,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d6544dec9b,Sót Lại Vệt Buồn,Nhiều nghệ sĩ,RAP_HIPHOP,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_3335f30e7f,Anh Là Tia Nắng Trong Em (Disco),"BeeBoss, Châu Ngọc Lan",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_d4c23f1726,Có Một Thế Giới Em Phải Quên,Trương Thảo Nhi,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_368e96c090,LK Bài Ca Kỷ Niệm,"Lê Sang, Trường Sơn",BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_c709d4f371,Anh Đi Nhé (EDM Version) (Beat),Anh Quân Idol,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_82e7c6d451,Anh Đang Nơi Đâu (Khắc Hưng Remix),Miu Lê,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_8a9ead56b5,Noel Ngọt Ngào,Nam Vương Bảo Lê,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_2c031862ab,Bất Bình Thường,Whee!,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_011e89bfe4,Tình Yêu Người Trao Là Thế Sao,Phạm Thanh Thảo,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9e34468e97,Nhận Diện Tình Đời,Đặng Thái Hiển,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_a5288d7921,Bỏ Em Vào Balo,"Tân Trần, Freak D",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5e7f6588c1,Phải Chăng Em Đã Yêu,Minh Hằng,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_3f183da9bc,Biệt Khúc Chờ Nhau (Version 2019),Đan Trường,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_71cc2c15e0,Để Tình Ngàn Sau Đớn Đau,Vũ Hoàng,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_32fbaa045e,Hợp Đồng Mẫu Tử,"Thái Thùy Linh, Thái An",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_225428961b,Chỉ Vì Ngày Đó,Lina Nguyễn,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_26f101bce8,"Trên Bàn Nhậu Dưới Bàn Mưu (From ""Trên Bàn Nhậu Dưới Bàn Mưu"")","Vũ Thảo My, Lăng LD",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_11a64d7074,Bao tuổi rồi mà còn yêu với đương,Saabirose,RAP_HIPHOP,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_fc5ec342ad,Đây Là Việt Nam,"Rhymastic, Blacka",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_5a3dbf6edf,Ân Tình Đánh Mất,Trịnh Lam,INSTRUMENTAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_10f955fdcf,Liên Khúc Mưa Bụi,Hồ Quang Lộc,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_99912485b0,Miễn cưỡng nhận lời chia tay,Tống Gia Vỹ,POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_9d3c30edfb,Bài Ca Ngày Vu Quy,Cao Sỹ Hùng,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_8a71d4e1f3,Ba Má Ơi! Con Hứa Lấy Vợ,"Nguyên Vũ, Sakhar",POP_BALLAD,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_44d631dd27,Liên Khúc: Cả Nhà Thương Nhau - Nhong Nhong Nhong,Bé Minh Vy,CHILDREN,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_cfa4f55a1c,Anh Nhớ Gì Không Anh,Trần Thái Hòa,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7c49b4e033,Cứ Ngỡ Là Anh (Vinahouse),Đinh Tùng Huy,DANCE_EDM,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_677485deae,Chuyện Tình Cổ Tích Nga Sơn,Lê Ngọc Thúy,FOLK_TRADITIONAL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_7a86373ed6,Liên Khúc Rap: Trời Mưa; Mưa Tên Em; Mưa Xin Đừng Về Nữa,B Ray,RAP_HIPHOP,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_75c888eb4f,Căn Nhà Dĩ Vãng,"Lâm Mạnh Quỳnh, Đào Anh Thư",BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_57edf86ddf,Hát Lời Mẹ Ru,Randy,BOLERO_TRUTINH,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
RMVM_S_1574933850,Cho Vơi Nhẹ Lòng,Ngô Kiến Huy,RB_SOUL,MISSING,NO_VALID_IMAGE_URL,0,0,NONE,0
