song_id,title,artist,artist_id,album,album_id,source_genre,genre,label_source,tier,release_year,release_year_source,audio_path,audio_url,lyrics,cover_path,cover_url,source,source_id,annotation_status,annotator_id,annotation_agreement
RMVM_S_16a7d1ce4c,Con Đường Mưa (Ciray Remix),Thương Võ,ART_d98f07dbcf,,,dance việt,DANCE_EDM,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/8212b0ca1b51643a7d2ff843d8b5e982?authen=exp=1772902247~acl=/8212b0ca1b51643a7d2ff843d8b5e982*~hmac=697e6ba04bf39733fb445bc8673ebf90,"Làm sao để đường xưa
Đừng in dấu chân anh mỗi ngày
Làm sao cho lòng em thôi
Gọi tên anh trong mỗi giấc mơ
Làm sao để mưa mùa thu
Đừng rơi khi em đang nhớ anh
Làm sao khi thấy mưa em không buồn
Làm sao để quên niềm vui
Niềm hạnh phúc khi đang có người
Làm sao quên lời chia tay
Lệ em rơi trên đôi mắt cay
Làm sao để thôi chờ mong
Làm sao tim em thôi đừng mơ
Rằng ngày mai thấy anh quay trở về
Nếu ngày xưa bước đi nhanh
Qua con đường mưa
Thì em đã không gặp người
Nếu ngày xưa anh nhìn em
Nhưng không mỉm cười
Thì em đã không mộng mơ
Nếu tình ta chẳng phải xa
Khi đang đậm sâu
Thì em đã không đau buồn
Nếu lòng em không còn yêu anh
Hơn chính mình
Thì em đã quên được anh
Làm sao để đường xưa
Đừng in dấu chân anh mỗi ngày
Làm sao cho lòng em thôi
Gọi tên anh trong mỗi giấc mơ
Làm sao để mưa mùa thu
Đừng rơi khi em đang nhớ anh
Làm sao khi thấy mưa em không buồn
Làm sao để quên niềm vui
Niềm hạnh phúc khi anh có người
Làm sao quên lời chia tay
Lệ em rơi trên đôi mắt cay
Làm sao để thôi chờ mong
Làm sao tim em thôi đừng mơ
Rằng ngày mai thấy anh quay trở về
Làm sao để
Nếu ngày xưa bước đi nhanh
Qua con đường mưa
Thì anh đã không gặp người
Nếu ngày xưa anh nhìn em
Nhưng không mỉm cười
Thì anh đã không mộng mơ
Nếu thời gian có quay về
Trước khi gặp anh
Thì em vẫn xin đi cùng
Nếu ngày xưa mưa mùa thu
Rơi trên lối về
Thì em vẫn không vội qua
Làm sao để đường xưa
Đừng in dấu chân anh mỗi ngày
Làm sao cho lòng em thôi
Gọi tên anh trong mỗi giấc mơ
Làm sao để mưa mùa thu
Đừng rơi khi em đang nhớ anh
Làm sao khi thấy mưa em không buồn
Làm sao để quên niềm vui
Niềm hạnh phúc khi anh có người
Làm sao quên lời chia tay
Lệ em rơi trên đôi mắt cay
Làm sao để thôi chờ mong
Làm sao tim em thôi đừng mơ
Rằng ngày mai thấy anh quay trở về
Làm sao để
Làm sao để
Làm sao để đường xưa
Đừng in dấu chân anh mỗi ngày
Làm sao cho lòng em thôi
Gọi tên anh trong mỗi giấc mơ
Làm sao để mưa mùa thu
Đừng rơi khi em đang nhớ anh
Làm sao khi thấy mưa em không buồn
Làm sao để quên niềm vui
Niềm hạnh phúc khi anh có người
Làm sao quên lời chia tay
Lệ em rơi trên đôi mắt cay
Làm sao để thôi chờ mong
Làm sao tim em thôi đừng mơ
Rằng ngày mai thấy anh quay về",,,sunbv56_song_dataset+vietlyrics,ZZE7EZOI,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_527f827241,Cho Con Trọn Chữ Hiếu,"Ngọc Linh, Nguyễn Hồng Thuận",ART_b508680de6,Kỳ Quan Thứ 8,ALB_16940a1004,v-pop,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/fbc5608e1b44725b944f8873991e0b5b?authen=exp=1772902251~acl=/fbc5608e1b44725b944f8873991e0b5b*~hmac=09b5faa7980165d6421de59b22235e5c,"Cha ơi, con thương cha thật nhiều
Con thương những giọt mồ hôi rơi
Để con mỗi sáng đến trường
Và thương đôi tay sần chai
Mỗi ngày bên cha
Cho bước con thêm vững vàng
Mẹ ơi, con thương mẹ thật nhiều
Con thương những buổi chiều cơm ngon
Và thương chiếc áo cũ sờn
Để nhường con chiếc áo thơm lành
Mẹ dạy cho con
Trao yêu thương vào cuộc sống
Trưa nay nhà bên
Có tiếng ai khóc xa mẹ già
Lòng con sợ lắm
Tiếng khóc kia đến một ngày
Sẽ là của con
Đừng đến nhé, đừng đến nhé
Con lo sợ con cần chở che
Đừng đến nhé, đừng đến nhé
Hãy bên con bên con vậy thôi
Hãy cho con được chăm sóc
Hãy cho con được dành hết yêu thương
Mỗi ngày qua con sợ lắm
Con thương mẹ, con thương cha của con
Bao năm bôn ba
Con biết cha mệt rồi
Nhưng khi mỗi lần ngồi bên con
Thì cha luôn vẫn mỉm cười
Vì sợ con phải thêm sầu lo
Cả đời hy sinh
Chỉ mong cho con an lành
Mẹ con mái tóc sương gió
Nay bạc rồi
Gian nan hóa thành vệt chân chim
Mẹ con ánh mắt rất hiền
Sẽ dịu xoa những lúc con đau
Mẹ là niềm tin trong con
Khi con gục ngã
Trưa nay nhà bên
Có tiếng ai khóc xa mẹ già
Lòng con sợ lắm
Tiếng khóc kia đến một ngày
Sẽ là của con
Đừng đến nhé, đừng đến nhé
Con lo sợ con cần chở che
Đừng đến nhé, đừng đến nhé
Hãy bên con bên con vậy thôi
Hãy cho con được chăm sóc
Hãy cho con được dành hết yêu thương
Mỗi ngày qua con sợ lắm
Con thương mẹ, con thương cha của con
Đừng đến nhé, đừng đến nhé
Con lo sợ con cần chở che
Đừng đến nhé, đừng đến nhé
Hãy bên con bên con vậy thôi
Hãy cho con được chăm sóc
Hãy cho con được dành hết yêu thương
Mỗi ngày qua con sợ lắm
Con thương mẹ, con thương cha của con",,,sunbv56_song_dataset+vietlyrics,Z6B9O70O,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_49b9e8413d,Anh Cũng Biết Đau,"EnTi TK, Quân Táo, KaWaiiBi",ART_9319d36de6,,,rap việt,RAP_HIPHOP,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/a1cdeddfd6ab2934a77b2d5da8abb3f0?authen=exp=1772902255~acl=/a1cdeddfd6ab2934a77b2d5da8abb3f0*~hmac=815c87a0fa5ec1dc3e095c841740c6c1,"Đã bao nhiêu lần anh cố gắng cười
Để rồi một mình phải chịu đau
Em buồn thì một anh đau gấp mười
Và em là người chẳng hiểu đâu
Không phải là vì anh mạnh mẽ
Mà vì anh chịu được nỗi buồn
Anh cũng biết khóc như em thôi mà
Anh cũng yếu đuối khi đêm xuống
Ai cũng có thể đi tìm niềm vui
Khi không người đó ở cạnh bên
Còn anh thì khác nên cũng bao lần
Nơi lồng ngực trái càng lạnh thêm
Khi không có em
Anh chỉ còn lại
Người bạn cô đơn là tri kỉ
Biết đến bao giờ nỗi buồn được vơi
Khi anh tự khóc tự lau đi
Anh tự bôi đi hai dòng lệ ướt
Vẽ lên nụ cười ở trước mặt
Ở nơi tim anh
Đã không còn là máu
Mà đã lang hòa bằng nước mắt
Vì đã bao lần anh nuốt giọt sầu
Để hé nụ cười trước mặt em
Nhưng rồi một lần đến hai lần
Sao anh cảm thấy lòng chặt thêm
Em nói với anh
Là sẽ cùng anh
Mình mãi cùng bước trên đường tình
Thời gian trôi qua chắc em cũng hiểu
Nhưng chẳng còn gì để chứng minh
Anh cũng chẳng biết cho đến bao giờ
Cảm giác nhói lòng anh thôi đếm
Những lần cãi nhau em chỉ ừm ừ
Ở nơi tìm này càng nhói thêm
Anh cũng không biết phải làm gì
Để nơi khóe mắt thôi ngừng cay
Anh ghét phải cố gắng mạnh mẽ
Khi làn khói hồng chưa ngừng bay
Anh cũng yếu đuối như bao người khác
Nhiều lần khóc thầm em biết đau
Anh cũng biết buồn cũng biết khóc
Nơi lồng ngực trái cũng biết đau
Em cũng biết rõ
Là ở trong này
Chỉ có mình em là tất cả
Khi anh mệt mỏi cũng chỉ có em
Để anh quên đi mọi vất vả
Nhưng khi không em chỉ có mình anh
Anh cũng chẳng biết làm sao đây
Anh cũng đã quen với cảm giác này
Khi từng nỗi buồn đang bao vây
Lại một lần nữa
Tim anh nhói đau khi người ra đi
Lại một lần nữa
Sao không thể quên đi bóng hình em
Tìm lại giây phút, khi nhớ người
Đọng lại giây phút khi mỉm cười
Chẳng còn bên nhau
Em ơi anh phải làm thế nào
Anh chỉ biết cười để che nước mắt
Khi bên ngực trái đang thắt lại
Anh cũng biết rõ điều đang dần đến
Nhưng vẫn cố chấp do chắc tại
Không muốn mất em đâu
Người con gái
Anh luôn nhắc tên trong bài nhạc
Nhưng anh đâu ngờ
Tình cảm mong manh
Giờ chỉ tựa như lâu đài cát
Anh không thể cười thay vì anh khóc
Chỉ thấy con tim dần cô động
Không thể nói gì chỉ biết im lặng
Dù đã rào thét đến khô họng
Là anh quá lụy hay anh quá ngốc
Chỉ muốn lúc này bên cạnh em
Nhưng khi một mình với bốn bức tường
Anh chỉ cảm thấy lòng chạnh thêm
Anh chỉ muốn khóc ngay lúc này
Để cho nổi sầu này được vơi
Nhưng lại không thể được em à
Tại sao tiếng nấc chẳng nên lời
Anh chỉ biết giấu nước mắt
Vào trong rồi khóc trong lòng
Không thoát ra
Chỉ là nước mắt
Anh tự chảy ngược em à
Như vậy mới xót xa
Người ta hay bảo anh là kẻ khờ
Vì cứ mãi chờ điều không đến
Khóc bằng nụ cười
Là điều anh học
Khi từng giấc mơ đã chông chênh
Anh tự nhặt lại từng mảnh yêu thương
Rồi ghép cho mình từng mảnh vụn
Anh cũng như họ
Chỉ khác một điều là
Ở tim này mãi đi chung
Lại một lần nữa
Tim anh nhói đau khi người ra đi
Lại một lần nữa
Sao không thể quên đi bóng hình em
Tìm lại giây phút, khi nhớ người
Đọng lại giây phút khi mỉm cười
Chẳng còn bên nhau
Em ơi anh phải làm thế nào",,,sunbv56_song_dataset+vietlyrics,ZUZI7CZ0,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_ad330cf699,Mình Làm Người Yêu Nhé Em (Beat),Anh Tú,ART_d106731bb0,Mình Làm Người Yêu Nhé Em (Single),ALB_2077a4ba50,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/bc6dad107059be265f127cc261cff20e?authen=exp=1772902257~acl=/bc6dad107059be265f127cc261cff20e*~hmac=4986b23b13231f9da794673dc52760b4,"Mỗi đêm vẫn vậy
Vẫn chỉ mình anh với đắng cay
Khóe môi dẫu gượng cười thêm vài giây
Mà cảm xúc chẳng tốt hơn vậy
Người mà em luôn miệng bảo là
Em yêu nhất thế gian này
Họ chẳng mấy tốt
Anh chẳng hiểu em lại yêu
Trách sao số phận
Dẫu yêu nhiều vẫn chẳng lớn khôn
Vẫn yêu hết lòng dù em cần chi
Người khỏa lấp khoảng trống tâm hồn
Lần gần đây nhất em nói
Em chỉ xem anh giống như bạn
Chợt anh nắm lấy tay em
Nói em một câu
Mình làm người yêu nhé em
Đừng làm bạn thân của nhau nữa em
Chỉ cần em luôn ở bên
Anh hứa, anh trao tình cảm lâu bền
Mà anh chẳng giỏi nói đâu
Chỉ vì yêu em quá lâu
Nhiều lần anh ở phía sau
Giọt nước mắt em u sầu
Khi nhớ về quá khứ
Trách sao số phận
Dẫu yêu nhiều vẫn chẳng lớn khôn
Vẫn yêu hết lòng dù em cần chi
Người khỏa lấp khoảng trống tâm hồn
Lần gần đây nhất em nói
Em chỉ xem anh giống như bạn
Chợt anh nắm lấy tay em
Nói em một câu
Mình làm người yêu nhé em
Đừng làm bạn thân của nhau nữa em
Chỉ cần em luôn ở bên
Anh hứa, anh trao tình cảm lâu bền
Mà anh chẳng giỏi nói đâu
Chỉ vì yêu em quá lâu
Nhiều lần anh ở phía sau
Giọt nước mắt em u sầu
Khi nhớ về quá khứ
Mình làm người yêu nhé em
Đừng làm bạn thân của nhau nữa em
Chỉ cần em luôn ở bên
Anh hứa, anh trao tình cảm lâu bền
Mà anh chẳng giỏi nói đâu
Chỉ vì yêu em quá lâu
Nhiều lần anh ở phía sau
Giọt nước mắt em u sầu
Khi nhớ về quá khứ
Hãy để anh, dành tất cả anh có thể
Em chấp nhận nhé",,,sunbv56_song_dataset+vietlyrics,ZWA80CF6,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_6c2d8909bc,Trái Tim Đông Người (Acoustic),"Khắc Việt, Tùng Acoustic",ART_3c66791b0f,Trái Tim Đông Người (Acoustic) (Single),ALB_ffa3fc6982,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/79d7feee9f384faff514d8aed302e839?authen=exp=1772902256~acl=/79d7feee9f384faff514d8aed302e839*~hmac=ecd6efdd4460c04ba5a7fe06b84185af,"Đừng giả vờ ngọt ngào đi nữa em
Đừng lôi kéo bằng lời nói chân thành
Anh nhắm mắt không đồng nghĩa
Đôi tai không thể nghe những điều về em
Đừng lại gần và ôm anh em đã sai
Đừng cho anh được cảm giác an ủi
Anh muốn nói ra từ lâu
Đã bao nhiêu lần em lừa dối
Rời bỏ em là điều khó
Nhưng điều đó làm được thôi
Anh đã tự tin hơn rồi
Qua bao lần sai em không dừng lại
Em xem anh không tồn tại
Đường càng đông càng huуên náo
Nhưng đường trái tim ngược lại
Ϲhỉ một mình anh bước thôi
Em không thaу đổi tệ hơn phản bội
Ϲhỉ muốn
Đừng giả vờ ngọt ngào đi nữa em
Đừng lôi kéo bằng lời nói chân thành
Anh nhắm mắt không đồng nghĩa
Đôi tai không thể nghe những điều về em
Đừng lại gần và ôm anh em đã sai
Đừng cho anh được cảm giác an ủi
Anh muốn nói ra từ lâu
Đã bao nhiêu lần em lừa dối
Rời bỏ em là điều khó
Nhưng điều đó làm được thôi
Anh đã tự tin hơn rồi
Qua bao lần sai em không dừng lại
Em xem anh không tồn tại
Đường càng đông càng huуên náo
Nhưng đường trái tim ngược lại
Ϲhỉ một mình anh bước thôi
Em không thaу đổi tệ hơn phản bội
Ϲhỉ muốn trái tim em đông người đến
Người như em không bao giờ biết
Tình уêu ý nghĩa thế nào
Em rơi lệ anh thấу giả tạo làm sao
Rời bỏ em là điều khó
Nhưng điều đó làm được thôi
Anh đã tự tin hơn rồi
Qua bao lần sai em không dừng lại
Em xem anh không tồn tại
Đường càng đông càng huуên náo
Nhưng đường trái tim ngược lại
Ϲhỉ một mình anh bước thôi
Em không thaу đổi tệ hơn phản bội
Ϲhỉ muốn trái tim em đông người đến
Em không thaу đổi tệ hơn phản bội
Ϲhỉ muốn trái tim em đông người đến",,,sunbv56_song_dataset+vietlyrics,Z7OUW7E0,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_0279bea8e0,Nếu Hôm Nay Là Ngày Tận Cuối Để Yêu,Đinh Hương,ART_058358bacf,Nếu Hôm Nay Là Ngày Tận Cuối Để Yêu (Single),ALB_18ac7740de,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/3da3f488dea2efad9773f808cbe90a08?authen=exp=1772902256~acl=/3da3f488dea2efad9773f808cbe90a08*~hmac=eefd26995dbff6236e996386ada97741,"Nếu hôm nay là ngày tận cuối để yêu
Điều thứ nhất em mơ về một buổi sáng
Có nắng ấm ban mai và ánh bình minh
Dăm ba cuốn sách trao tay
Mình kể chuyện nhau
Nếu hôm nay là ngày tận cuối để yêu
Em sẽ vẽ giấc mơ về một đêm vắng
Dưới ánh nến, hoa thơm
Và những bài thơ
Đôi ba câu nói yêu đương
Mình hẹn hò nhé!
Nếu môi anh là rượu nồng cay
Em muốn uống cho say vị ngọt môi ấy
Với đắm đuối, mê say và lắm cuồng quay
Niềm hạnh phúc khát khao
Mình thuộc về nhau
Nếu em muốn bên anh thật dài đêm nay
Anh có giữ em trong vòng tay ấy
Như con ong say mật ngã trong lòng hoa
Niềm hạnh phúc khát khao
Mình thuộc về nhau
Nếu hôm nay là ngày tận cuối để yêu
Em sẽ nhớ đến anh, ngọt ngào, mạnh mẽ
Sẽ chẳng hối tiếc
Con đường mình đã qua
In dấu chân
Trên những tháng năm rực rỡ
Nếu hôm nay là ngày tận cuối để yêu
Em vẫn sẽ yêu anh như ngày đầu tiên
Có nỗi nhớ, ngây thơ và những mộng mơ
Đôi ba nét chữ trao tay
Mình hẹn ngày yêu
Nếu hôm nay là ngày tận cuối để yêu
Chúng ta sẽ yêu thêm một lần nữa
Có nước mắt, nỗi đau, và có nhau
Mình vẫn yêu như yêu lần cuối
Có nước mắt, nỗi đau, và có nhau
Mình vẫn yêu như yêu lần đầu",,,sunbv56_song_dataset+vietlyrics,ZWAEC80O,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_8d0018afe9,Ai Ra Xứ Huế,"Phương Thùy, Đông Quân",ART_7cc944ca2d,Hương Quê,ALB_97a76278b6,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/09a4421b124b5063324c6d5486b802a1?authen=exp=1772902258~acl=/09a4421b124b5063324c6d5486b802a1*~hmac=a18895890b7712e9e74e8fc217425596,"Ai ra xứ Huế thì ra
Ai về là về núi Ngự
Ai về là về sông Hương
Nước sông Hương còn vương chưa cạn
Chim núi Ngự tìm bạn bay về
Người tình quê ơi người tình quê
Thương nhớ lắm chi
Ai ra xứ Huế thì ra
Ai về là về Vỹ Dạ
Ai về là về Nam Giao
Dốc Nam Giao còn cao mong đợi
Trăng Vỹ Dạ người nợ câu thề
Người tình quê ơi người tình quê
Có nhớ xin trở về
À ơ ơi à ơi
Cầu Trường Tiền
Sáu vại mười hai nhịp
Chứ thương nhau rồi xin kịp về nơi mô
Hò ơ ớ kẻo mai tê bóng xế qua cầu
Thì bạn còn thương bạn
Chứ biết gửi sầu về nơi mô à ớ ơ
Ai ra xứ Huế thì ra
Ai về là về núi Ngự
Ai về là về Vân Lâu
Bến Vân Lâu còn sâu thương nhớ
Thuyền bến Ngự còn đợi anh về
Người tình quê ơi người tình quê
Có nhớ xin trở về
Bến Vân Lâu còn sâu thương nhớ
Thuyền bến Ngự còn đợi em về
Người tình quê ơi người tình quê
Có nhớ xin trở về
Trở về về",,,sunbv56_song_dataset+vietlyrics,ZW9BU8OU,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_f36ee5d3c9,Bạc Như Giấy Trắng,Nhật Kim Anh,ART_8f5deabde4,Tình Đời,ALB_c9b39ae11c,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/74c5778d4901415e992647b5c4daafca?authen=exp=1772902259~acl=/74c5778d4901415e992647b5c4daafca*~hmac=d3d13d49d62dfb2646632506fa5d19a7,"Trời mưa trắng xóa đêm dài cô đơn
Mưa ướt tình tôi trong bốn bức tường
Ai mở bài ca thê lương
Kể về chuyện tình đau thương
Như chuyện tình của tôi với anh
Nợ duyên dẫn lối
Hai người gặp nhau
Giây phút đầu tiên
Như quen kiếp nào
Tôi kể chuyện đời tôi nghe
Anh kể chuyện đời của anh
Hai con người ý hợp tâm đầu
Tình đến trong vội vã
Môi hôn nào ta đã trao nhau
Người ước mong rằng sẽ
Không xa rời mãi cạnh bên nhau
Hạnh phúc chưa được lâu
Anh đổi thay yêu thêm người nào
Rồi anh nói câu ly biệt
Một chiều mưa ngâu
Bạc như giấy trắng
Tôi còn mong anh
Chưa phút nào tôi
Quên mối tình này
Tôi đào huyệt kia cho sâu
Để vùi chuyện tình thương đau
Nhưng sao mãi chưa nguôi ưu sầu
Nợ duyên dẫn lối
Hai người gặp nhau
Giây phút đầu tiên
Như quen kiếp nào
Tôi kể chuyện đời tôi nghe
Anh kể chuyện đời của anh
Hai con người ý hợp tâm đầu
Tình đến trong vội vã
Môi hôn nào ta đã trao nhau
Người ước mong rằng sẽ
Không xa rời mãi cạnh bên nhau
Hạnh phúc chưa được lâu
Anh đổi thay yêu thêm người nào
Rồi anh nói câu ly biệt
Một chiều mưa ngâu
Bạc như giấy trắng
Tôi còn mong anh
Chưa phút nào tôi
Quên mối tình này
Tôi đào huyệt kia cho sâu
Để vùi chuyện tình thương đau
Nhưng sao mãi chưa nguôi ưu sầu
Tôi đào huyệt kia cho sâu
Để vùi chuyện tình thương đau
Nhưng sao mãi chưa nguôi ưu sầu",,,sunbv56_song_dataset+vietlyrics,ZWACWD0W,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_50397fcd4c,Men Cay Tình Đời,Mai Tiến Đạt,ART_b32a9f66e8,Cữ Ngỡ Tình Phôi Phai,ALB_bf60c732e3,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/bdcbf1dd10ff6b9a946aa029027855c1?authen=exp=1772902267~acl=/bdcbf1dd10ff6b9a946aa029027855c1*~hmac=390ee755a13d2c05c4ef85d7fc1465c7,"Người đã xa tôi
Quên lời xưa hẹn thề
Quên đi tình đầu
Để mình tôi sầu nhớ
Đêm vắng lạnh lùng
Rượu nồng đắng bờ môi
Thương xót cho mình
Vì tình ai lừa dối
Để trái tim này
Nhỏ lệ sầu thương đau
Ngày đó bên nhau
Em thường hay bảo rằng
Yêu nhau trọn đời
Một lời em đã hứa
Vật đổi sao dời
Nguyện thề chỉ mình tôi
Mơ đến mai này
Cùng chung chăn sẻ gối
Nhưng có đâu ngờ
Em phụ bạc tình tôi
Nên bây giờ ngồi đây nhấp men cay
Buồn cho thân tôi
Số nghèo sao đeo mãi
Để bây giờ người đã xa tôi
Ôi tình đầu sao nhiều điều chua cay
Giờ chỉ riêng tôi
Ôm niềm đau rã rời
Yêu thương ngày nào
Giờ tan theo làn khói
Em đã xa rồi
Còn gì nữa mà trông
Em đã xa rồi
Để buồn đau ngày tháng
Duyên kiếp lỡ làng
Mình một mình đơn côi
Người đã xa tôi
Quên lời xưa hẹn thề
Quên đi tình đầu
Để mình tôi sầu nhớ
Đêm vắng lạnh lùng
Rượu nồng đắng bờ môi
Thương xót cho mình
Vì tình ai lừa dối
Để trái tim này
Nhỏ lệ sầu thương đau
Ngày đó bên nhau
Em thường hay bảo rằng
Yêu nhau trọn đời
Một lời em đã hứa
Vật đổi sao dời
Nguyện thề chỉ mình tôi
Mơ đến mai này
Cùng chung chăn sẻ gối
Nhưng có đâu ngờ
Em phụ bạc tình tôi
Nên bây giờ ngồi đây nhấp men cay
Buồn cho thân tôi
Số nghèo sao đeo mãi
Để bây giờ người đã xa tôi
Ôi tình đầu sao nhiều điều chua cay
Giờ chỉ riêng tôi
Ôm niềm đau rã rời
Yêu thương ngày nào
Giờ tan theo làn khói
Em đã xa rồi
Còn gì nữa mà trông
Em đã xa rồi
Để buồn đau ngày tháng
Duyên kiếp lỡ làng
Mình một mình đơn côi
Em đã xa rồi
Để buồn đau ngày tháng
Duyên kiếp lỡ làng
Mình một mình đơn côi",,,sunbv56_song_dataset+vietlyrics,Z6AC6BE0,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_01c7513c64,Âm Thanh Mùa Xuân,NAM DaBand,ART_b35ebe9c09,Âm Thanh Mùa Xuân (Single),ALB_89812e7453,v-pop,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/df68cd39337d5c5411fcd1ba0824f215?authen=exp=1772902270~acl=/df68cd39337d5c5411fcd1ba0824f215*~hmac=6b181311546b45ac8a8018cf224626b4,"Xuân đang về đây
Thấy tim ta tràn đầy
Cứ như ta thức dậy
Sau một cơn say
Vô tư bầy trẻ
Líu lo bên hiên đời
Trái tim ta bồi hồi bao niềm vui
Âm thanh mùa xuân
Đến đâu đây thật gần
Trái tim ta rung động, xuân rất gần
Thênh thang mọi nơi
Biết xuân đang về rồi
Lắng tai nghe thật gần
Âm thanh mùa xuân
Và mùa xuân đã đến
Có tiếng pháo hoa vui lúc giao thừa
Có tiếng người già
Và trẻ con nô nức vui đùa
Và mùa xuân đã đến
Có tiếng bước chân trên khắp ngả đường
Có tiếng người người dành câu chúc
Xuân mới yêu thương
Và mùa xuân đã đến
Có tiếng lá hoa chen chúc đâm chồi
Có tiếng người về lại bên nhau
Câu nói câu cười
Và mùa xuân đã đến
Có tiếng trái tim ai biết yêu rồi
Có tiếng lòng hòa nhịp chung đôi
Xuân mới tuyệt vời
Âm thanh mùa xuân
Đến đâu đây thật gần
Trái tim ta rung động, xuân rất gần
Thênh thang mọi nơi
Biết xuân đang về rồi
Lắng tai nghe thật gần
Âm thanh mùa xuân
Và mùa xuân đã đến
Có tiếng pháo hoa vui lúc giao thừa
Có tiếng người già
Và trẻ con nô nức vui đùa
Và mùa xuân đã đến
Có tiếng bước chân trên khắp ngả đường
Có tiếng người người dành câu chúc
Xuân mới yêu thương
Và mùa xuân đã đến
Có tiếng lá hoa chen chúc đâm chồi
Có tiếng người về lại bên nhau
Câu nói câu cười
Và mùa xuân đã đến
Có tiếng trái tim ai biết yêu rồi
Có tiếng lòng hòa nhịp chung đôi
Xuân mới tuyệt vời
Và mùa xuân đã đến
Có tiếng pháo hoa vui lúc giao thừa
Có tiếng người già
Và trẻ con nô nức vui đùa
Và mùa xuân đã đến
Có tiếng bước chân trên khắp ngả đường
Có tiếng người người dành câu chúc
Xuân mới yêu thương
Và mùa xuân đã đến
Có tiếng lá hoa chen chúc đâm chồi
Có tiếng người về lại bên nhau
Câu nói câu cười
Và mùa xuân đã đến
Có tiếng trái tim ai biết yêu rồi
Có tiếng lòng hòa nhịp chung đôi
Xuân mới tuyệt vời
Có tiếng lòng hòa nhịp chung đôi
Xuân mới tuyệt vời",,,sunbv56_song_dataset+vietlyrics,Z6ZFEICC,cross_verified,pipeline_v2_expansion,1.0
